k,n,dist,treatment_shift,test_name,alpha,rejection_rate
3,2,F1,38.20224719101124,JT_test,0.05,0.33372
3,2,F1,38.20224719101124,DD_test,0.05,0.652232
3,2,F1,38.20224719101124,JT_test,0.1,0.667756
3,2,F1,38.20224719101124,DD_test,0.1,0.969608
3,2,F1,38.764044943820224,JT_test,0.01,0.0
3,2,F1,38.764044943820224,DD_test,0.01,0.0
3,2,F1,38.764044943820224,JT_test,0.05,0.333872
3,2,F1,38.764044943820224,DD_test,0.05,0.6509
3,2,F1,38.764044943820224,JT_test,0.1,0.665524
3,2,F1,38.764044943820224,DD_test,0.1,0.97152
3,2,F1,39.325842696629216,JT_test,0.01,0.0
3,2,F1,39.325842696629216,DD_test,0.01,0.0
3,2,F1,39.325842696629216,JT_test,0.05,0.333584
3,2,F1,39.325842696629216,DD_test,0.05,0.65384
3,2,F1,39.325842696629216,JT_test,0.1,0.667128
3,2,F1,39.325842696629216,DD_test,0.1,0.973844
3,2,F1,39.88764044943821,JT_test,0.01,0.0
3,2,F1,39.88764044943821,DD_test,0.01,0.0
3,2,F1,39.88764044943821,JT_test,0.05,0.332912
3,2,F1,39.88764044943821,DD_test,0.05,0.655128
3,2,F1,39.88764044943821,JT_test,0.1,0.66726
3,2,F1,39.88764044943821,DD_test,0.1,0.975916
3,2,F1,40.449438202247194,JT_test,0.01,0.0
3,2,F1,40.449438202247194,DD_test,0.01,0.0
3,2,F1,40.449438202247194,JT_test,0.05,0.333668
3,2,F1,40.449438202247194,DD_test,0.05,0.655896
3,2,F1,40.449438202247194,JT_test,0.1,0.666352
3,2,F1,40.449438202247194,DD_test,0.1,0.977484
3,2,F1,41.01123595505618,JT_test,0.01,0.0
3,2,F1,41.01123595505618,DD_test,0.01,0.0
3,2,F1,41.01123595505618,JT_test,0.05,0.333224
3,2,F1,41.01123595505618,DD_test,0.05,0.658736
3,2,F1,41.01123595505618,JT_test,0.1,0.668612
3,2,F1,41.01123595505618,DD_test,0.1,0.979124
3,2,F1,41.57303370786517,JT_test,0.01,0.0
3,2,F1,41.57303370786517,DD_test,0.01,0.0
3,2,F1,41.57303370786517,JT_test,0.05,0.332992
3,2,F1,41.57303370786517,DD_test,0.05,0.657884
3,2,F1,41.57303370786517,JT_test,0.1,0.666876
3,2,F1,41.57303370786517,DD_test,0.1,0.981132
3,2,F1,42.134831460674164,JT_test,0.01,0.0
3,2,F1,42.134831460674164,DD_test,0.01,0.0
3,2,F1,42.134831460674164,JT_test,0.05,0.332628
3,2,F1,42.134831460674164,DD_test,0.05,0.65894
3,2,F1,42.134831460674164,JT_test,0.1,0.667056
3,2,F1,42.134831460674164,DD_test,0.1,0.982708
3,2,F1,42.69662921348315,JT_test,0.01,0.0
3,2,F1,42.69662921348315,DD_test,0.01,0.0
3,2,F1,42.69662921348315,JT_test,0.05,0.332816
3,2,F1,42.69662921348315,DD_test,0.05,0.659108
3,2,F1,42.69662921348315,JT_test,0.1,0.666304
3,2,F1,42.69662921348315,DD_test,0.1,0.983468
3,2,F1,43.258426966292134,JT_test,0.01,0.0
3,2,F1,43.258426966292134,DD_test,0.01,0.0
3,2,F1,43.258426966292134,JT_test,0.05,0.333836
3,2,F1,43.258426966292134,DD_test,0.05,0.660024
3,2,F1,43.258426966292134,JT_test,0.1,0.666276
3,2,F1,43.258426966292134,DD_test,0.1,0.9852
3,2,F1,43.82022471910113,JT_test,0.01,0.0
3,2,F1,43.82022471910113,DD_test,0.01,0.0
3,2,F1,43.82022471910113,JT_test,0.05,0.333076
3,2,F1,43.82022471910113,DD_test,0.05,0.660524
3,2,F1,43.82022471910113,JT_test,0.1,0.666384
3,2,F1,43.82022471910113,DD_test,0.1,0.986884
3,2,F1,44.38202247191012,JT_test,0.01,0.0
3,2,F1,44.38202247191012,DD_test,0.01,0.0
3,2,F1,44.38202247191012,JT_test,0.05,0.332664
3,2,F1,44.38202247191012,DD_test,0.05,0.660968
3,2,F1,44.38202247191012,JT_test,0.1,0.66626
3,2,F1,44.38202247191012,DD_test,0.1,0.987716
3,2,F1,44.943820224719104,JT_test,0.01,0.0
3,2,F1,44.943820224719104,DD_test,0.01,0.0
