k,n,dist,treatment_shift,test_name,alpha,rejection_rate
4,2,F1,3.1460674157303368,DD_test,0.01,0.1138
4,2,F1,3.1460674157303368,JT_test,0.05,0.31898
4,2,F1,3.1460674157303368,DD_test,0.05,0.34458
4,2,F1,3.1460674157303368,JT_test,0.1,0.43822
4,2,F1,3.1460674157303368,DD_test,0.1,0.51164
4,2,F1,3.258426966292135,JT_test,0.01,0.06544
4,2,F1,3.258426966292135,DD_test,0.01,0.11924
4,2,F1,3.258426966292135,JT_test,0.05,0.33122
4,2,F1,3.258426966292135,DD_test,0.05,0.3593
4,2,F1,3.258426966292135,JT_test,0.1,0.45354
4,2,F1,3.258426966292135,DD_test,0.1,0.5281
4,2,F1,3.3707865168539324,JT_test,0.01,0.0709
4,2,F1,3.3707865168539324,DD_test,0.01,0.12676
4,2,F1,3.3707865168539324,JT_test,0.05,0.3468
4,2,F1,3.3707865168539324,DD_test,0.05,0.37664
4,2,F1,3.3707865168539324,JT_test,0.1,0.46916
4,2,F1,3.3707865168539324,DD_test,0.1,0.54914
4,2,F1,3.4831460674157304,JT_test,0.01,0.07476
4,2,F1,3.4831460674157304,DD_test,0.01,0.13572
4,2,F1,3.4831460674157304,JT_test,0.05,0.36066
4,2,F1,3.4831460674157304,DD_test,0.05,0.39314
4,2,F1,3.4831460674157304,JT_test,0.1,0.48612
4,2,F1,3.4831460674157304,DD_test,0.1,0.56218
4,2,F1,3.595505617977528,JT_test,0.01,0.07722
4,2,F1,3.595505617977528,DD_test,0.01,0.13834
4,2,F1,3.595505617977528,JT_test,0.05,0.37254
4,2,F1,3.595505617977528,DD_test,0.05,0.40904
4,2,F1,3.595505617977528,JT_test,0.1,0.5001
4,2,F1,3.595505617977528,DD_test,0.1,0.5815
4,2,F1,3.7078651685393256,JT_test,0.01,0.08368
4,2,F1,3.7078651685393256,DD_test,0.01,0.14774
4,2,F1,3.7078651685393256,JT_test,0.05,0.38876
4,2,F1,3.7078651685393256,DD_test,0.05,0.4267
4,2,F1,3.7078651685393256,JT_test,0.1,0.51878
4,2,F1,3.7078651685393256,DD_test,0.1,0.59942
4,2,F1,3.8202247191011236,JT_test,0.01,0.08958
4,2,F1,3.8202247191011236,DD_test,0.01,0.15912
4,2,F1,3.8202247191011236,JT_test,0.05,0.40844
4,2,F1,3.8202247191011236,DD_test,0.05,0.44492
4,2,F1,3.8202247191011236,JT_test,0.1,0.53806
4,2,F1,3.8202247191011236,DD_test,0.1,0.61896
4,2,F1,3.932584269662921,JT_test,0.01,0.09594
4,2,F1,3.932584269662921,DD_test,0.01,0.17192
4,2,F1,3.932584269662921,JT_test,0.05,0.42574
4,2,F1,3.932584269662921,DD_test,0.05,0.46528
4,2,F1,3.932584269662921,JT_test,0.1,0.55594
4,2,F1,3.932584269662921,DD_test,0.1,0.63716
4,2,F1,4.044943820224719,JT_test,0.01,0.10302
4,2,F1,4.044943820224719,DD_test,0.01,0.17966
4,2,F1,4.044943820224719,JT_test,0.05,0.43948
4,2,F1,4.044943820224719,DD_test,0.05,0.48078
4,2,F1,4.044943820224719,JT_test,0.1,0.57136
4,2,F1,4.044943820224719,DD_test,0.1,0.65164
4,2,F1,4.157303370786517,JT_test,0.01,0.10954
4,2,F1,4.157303370786517,DD_test,0.01,0.1905
4,2,F1,4.157303370786517,JT_test,0.05,0.45664
4,2,F1,4.157303370786517,DD_test,0.05,0.49786
4,2,F1,4.157303370786517,JT_test,0.1,0.58742
4,2,F1,4.157303370786517,DD_test,0.1,0.6718
4,2,F1,4.269662921348314,JT_test,0.01,0.11546
4,2,F1,4.269662921348314,DD_test,0.01,0.19986
4,2,F1,4.269662921348314,JT_test,0.05,0.47218
4,2,F1,4.269662921348314,DD_test,0.05,0.51294
4,2,F1,4.269662921348314,JT_test,0.1,0.60168
4,2,F1,4.269662921348314,DD_test,0.1,0.686
4,2,F1,4.382022471910112,JT_test,0.01,0.121
4,2,F1,4.382022471910112,DD_test,0.01,0.2111
4,2,F1,4.382022471910112,JT_test,0.05,0.48958
4,2,F1,4.382022471910112,DD_test,0.05,0.53348
4,2,F1,4.382022471910112,JT_test,0.1,0.62148
4,2,F1,4.382022471910112,DD_test,0.1,0.70306
4,2,F1,4.49438202247191,JT_test,0.01,0.12844
4,2,F1,4.49438202247191,DD_test,0.01,0.22342
4,2,F1,4.49438202247191,JT_test,0.05,0.5069
4,2,F1,4.49438202247191,DD_test,0.05,0.55004
4,2,F1,4.49438202247191,JT_test,0.1,0.63556
4,2,F1,4.49438202247191,DD_test,0.1,0.71906
4,2,F1,4.606741573033708,JT_test,0.01,0.13734
4,2,F1,4.606741573033708,DD_test,0.01,0.23538
4,2,F1,4.606741573033708,JT_test,0.05,0.52566
4,2,F1,4.606741573033708,DD_test,0.05,0.57076
4,2,F1,4.606741573033708,JT_test,0.1,0.65348
4,2,F1,4.606741573033708,DD_test,0.1,0.73524
4,2,F1,4.719101123595506,JT_test,0.01,0.1413
4,2,F1,4.719101123595506,DD_test,0.01,0.24234
4,2,F1,4.719101123595506,JT_test,0.05,0.53768
4,2,F1,4.719101123595506,DD_test,0.05,0.5844
4,2,F1,4.719101123595506,JT_test,0.1,0.66942
